Depth      CNPOR        DPOR         GR         RHOB        RHOC        RILD        RILM        RLL3       RxoRt         SP         SSD         DCAL        ABHV         DT         ITT        MEL15       MEL20       MELCAL       SPOR        TBHV    
   672.5000     27.4133     53.8168     59.4257      1.7897      0.0558      9.6958 100000.0000      0.2098    149.8231    115.2281   1757.3649   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   673.0000     26.9010     53.9289     64.4131      1.7878      0.0607      9.5429 100000.0000      0.2104    149.0937    115.1919   1774.5515   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   673.5000     24.0623     54.2240     69.0471      1.7828      0.0614      9.4419 100000.0000      0.2105    148.6601    114.7565   1780.9840   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   674.0000     19.6946     54.0914     63.2654      1.7850      0.0630      9.3685 100000.0000      0.2146    147.6125    114.1346   1783.9366   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   674.5000     18.0275     53.6331     50.2656      1.7929      0.0647      9.3378 100000.0000      0.2277    145.1512    113.5790   1782.7491   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   675.0000     19.4331     53.4795     43.4670      1.7955      0.0600      9.2587 100000.0000      0.2651    138.8835    113.1847   1765.5487   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   675.5000     20.7585     53.8165     47.7172      1.7897      0.0474      9.1606 100000.0000      0.2810    136.1874    112.8723   1731.5637   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   676.0000     22.1691     54.1872     53.9009      1.7834      0.0354      9.0923 100000.0000      0.2613    138.7427    112.5339   1700.3768   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   676.5000     25.5689     54.1411     56.7117      1.7842      0.0321      9.0950 100000.0000      0.2155    146.2818    112.1541   1689.8204   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   677.0000     29.5477     53.6758     54.4819      1.7921      0.0375      9.1021 100000.0000      0.2139    146.6009    111.7900   1699.4709   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   677.5000     30.7558     53.0755     45.7621      1.8024      0.0470      9.0885 100000.0000      0.2248    144.6049    111.4682   1719.7689   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   678.0000     30.6702     52.5927     36.3054      1.8107      0.0561      9.0439 100000.0000      0.2987    133.3067    111.1210   1740.6047   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   678.5000     31.1144     52.4145     34.2042      1.8137      0.0597      9.0611 100000.0000      0.3649    125.5496    110.6612   1749.1344   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   679.0000     28.9804     52.6158     37.1955      1.8103      0.0564      9.1463 100000.0000      0.4399    118.6130    110.1234   1741.7875   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   679.5000     26.9957     52.9233     41.8510      1.8050      0.0526      9.1458 100000.0000      0.4010    122.2288    109.6491   1734.5518   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   680.0000     28.0248     52.9600     45.9372      1.8044      0.0543      9.0811 100000.0000      0.2454    141.1454    109.3414   1740.3638   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   680.5000     28.3480     52.6965     44.1381      1.8089      0.0604      9.0961 100000.0000      0.2256    144.4920    109.2191   1755.2877   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   681.0000     29.8207     52.2984     37.4092      1.8157      0.0683      9.1053 100000.0000      0.2200    145.5122    109.2814   1774.1353   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   681.5000     34.5842     51.9853     33.1763      1.8211      0.0756      9.1148 100000.0000      0.2196    145.6281    109.5276   1792.5157   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   682.0000     41.4839     52.1740     31.1190      1.8178      0.0770      9.1426 100000.0000      0.2172    146.1706    109.9153   1799.7147   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   682.5000     45.3919     53.1097     28.5427      1.8018      0.0700      9.1339 100000.0000      0.2134    146.8312    110.3471   1791.3834   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   683.0000     43.7171     54.4398     24.4000      1.7791      0.0587      9.1317 100000.0000      0.2111    147.2382    110.7006   1775.7361   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   683.5000     41.7638     55.5893     21.4813      1.7594      0.0479      9.2642 100000.0000      0.2101    148.0025    110.8848   1758.9585   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   684.0000     37.6591     56.2732     24.1976      1.7477      0.0392      9.4192 100000.0000      0.2100    148.6613    110.9336   1741.9121   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   684.5000     35.4269     56.5794     28.8995      1.7425      0.0330      9.4980 100000.0000      0.2103    148.9356    110.9679   1727.3618   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   685.0000     34.5838     56.7980     32.8958      1.7388      0.0287      9.5637 100000.0000      0.2101    149.2395    111.0501   1717.4816   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   685.5000     30.4604     57.0864     35.4747      1.7338      0.0245      9.5973 100000.0000      0.2094    149.5004    111.1995   1708.9353   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   686.0000     28.4830     57.3882     39.3526      1.7287      0.0180      9.7322 100000.0000      0.2097    150.0042    111.4655   1693.5785   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   686.5000     30.6718     57.7526     41.3030      1.7224      0.0067     10.0201 100000.0000      0.2098    151.1202    111.8512   1665.1835   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   687.0000     34.1457     58.3797     39.9954      1.7117     -0.0082     10.0942 100000.0000      0.2099    151.3899    112.2459   1630.3816   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   687.5000     37.5244     59.2180     38.7127      1.6974     -0.0193      9.9626 100000.0000      0.2101    150.8446    112.5052   1609.9397   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   688.0000     38.4777     59.8212     34.8137      1.6871     -0.0192      9.8845 100000.0000      0.2101    150.5349    112.5668   1618.3268   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   688.5000     37.3592     59.7951     27.0369      1.6875     -0.0098     10.1588 100000.0000      0.2098    151.6581    112.4684   1645.0396   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   689.0000     35.6832     59.0574     23.2142      1.7001      0.0021     11.3544 100000.0000      0.2103    155.9114    112.2896   1669.8333   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   689.5000     32.4293     57.7164     25.3833      1.7230      0.0129     13.0735 100000.0000      0.2102    161.4371    112.1374   1683.0776   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   690.0000     26.0679     56.2719     25.8271      1.7477      0.0195     12.9809 100000.0000      0.2098    161.2323    112.1489   1682.2125   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   690.5000     24.7643     55.7909     22.7616      1.7560      0.0176     11.4582 100000.0000      0.2097    156.3736    112.3957   1670.0302   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   691.0000     29.5299     56.9975     24.2146      1.7353      0.0073     10.8034 100000.0000      0.2097    154.0771    112.8137   1656.5385   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   691.5000     30.8207     59.2014     28.5612      1.6977     -0.0053     10.9614 100000.0000      0.2096    154.6579    113.2627   1650.1257   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   692.0000     28.4936     61.0905     31.1411      1.6654     -0.0138     11.2671 100000.0000      0.2101    155.6509    113.6249   1651.1758   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   692.5000     27.4462     61.9960     29.5685      1.6499     -0.0164     11.3537 100000.0000      0.2113    155.7140    113.8789   1656.2181   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   693.0000     28.3007     62.0136     26.5306      1.6496     -0.0140     11.3623 100000.0000      0.2111    155.7865    114.0673   1663.4012   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   693.5000     29.5880     61.5867     27.4077      1.6569     -0.0087     11.3264 100000.0000      0.2100    155.8630    114.2156   1673.2798   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   694.0000     30.3355     61.1028     27.7237      1.6651     -0.0022     11.4359 100000.0000      0.2097    156.2953    114.3668   1685.7422   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   694.5000     29.3612     60.8207     27.5003      1.6700      0.0027     11.5167 100000.0000      0.2097    156.5821    114.5908   1696.3348   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   695.0000     28.2599     60.8896     26.9896      1.6688      0.0036     11.5195 100000.0000      0.2098    156.5615    114.8216   1699.9495   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   695.5000     29.3856     61.2038     27.5508      1.6634      0.0007     11.7325 100000.0000      0.2099    157.2628    114.8331   1695.8145   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   696.0000     30.5668     61.5053     27.4888      1.6583     -0.0042     11.9665 100000.0000      0.2100    158.0243    114.5260   1685.2982   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   696.5000     30.6838     61.7218     27.0661      1.6546     -0.0092     12.1854 100000.0000      0.2098    158.7650    114.0839   1673.5186   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   697.0000     28.6189     62.1105     32.2562      1.6479     -0.0124     12.3135 100000.0000      0.2097    159.1996    113.7618   1669.6069   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   697.5000     27.7455     63.0409     37.8982      1.6320     -0.0161     12.2850 100000.0000      0.2095    159.1286    113.6558   1671.4432   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   698.0000     27.5230     64.3660     35.6819      1.6093     -0.0241     12.2643 100000.0000      0.2095    159.0787    113.6713   1666.3040   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   698.5000     26.5986     65.3089     32.6100      1.5932     -0.0329     12.4093 100000.0000      0.2095    159.5379    113.6321   1653.5457   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   699.0000     25.7339     65.3319     34.0215      1.5928     -0.0360     12.5509 100000.0000      0.2095    159.9781    113.4132   1644.8184   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   699.5000     27.7308     64.5983     31.4486      1.6054     -0.0310     12.6794 100000.0000      0.2096    160.3572    112.9851   1649.4401   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   700.0000     31.2813     63.7146     25.3660      1.6205     -0.0216     12.8499 100000.0000      0.2098    160.8414    112.4600   1664.6661   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   700.5000     29.9888     63.3643     23.5492      1.6265     -0.0165     12.8067 100000.0000      0.2096    160.7439    112.1237   1674.8661   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   701.0000     26.9992     63.5746     25.5318      1.6229     -0.0171     12.8315 100000.0000      0.2094    160.8498    112.2047   1676.0540   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   701.5000     26.8730     63.6785     26.7007      1.6211     -0.0156     13.0352 100000.0000      0.2094    161.4716    112.6103   1681.9844   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   702.0000     27.3678     63.4205     29.9039      1.6255     -0.0100     13.3060 100000.0000      0.2094    162.2706    113.1031   1695.0704   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   702.5000     31.2470     63.1412     31.3744      1.6303     -0.0053     13.3538 100000.0000      0.2094    162.4225    113.6309   1705.3064   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   703.0000     36.8280     62.9995     27.4941      1.6327     -0.0033     13.4934 100000.0000      0.2093    162.8359    114.2814   1709.2291   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   703.5000     37.7261     62.9459     23.7217      1.6336     -0.0038     13.6776 100000.0000      0.2093    163.3635    115.0193   1706.8793   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   704.0000     34.8100     62.9842     22.7895      1.6330     -0.0064     13.7366 100000.0000      0.2094    163.5267    115.6200   1699.6040   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   704.5000     32.9534     63.0343     21.2139      1.6321     -0.0082     13.6665 100000.0000      0.2093    163.3367    115.9344   1694.9553   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   705.0000     31.1906     63.0904     18.9989      1.6312     -0.0093     13.3865 100000.0000      0.2093    162.5256    116.2584   1692.5404   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   705.5000     30.1789     63.4866     22.3860      1.6244     -0.0159     12.9433 100000.0000      0.2093    161.2102    117.3762   1678.2605   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   706.0000     32.7281     64.5029     28.1515      1.6070     -0.0307     12.8162 100000.0000      0.2093    160.8210    120.0011   1648.9703   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   706.5000     34.8065     65.8212     29.1225      1.5845     -0.0472     12.9395 100000.0000      0.2095    161.1596    123.8521   1619.1896   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   707.0000     30.8025     66.8221     27.0572      1.5673     -0.0592     12.9941 100000.0000      0.2098    161.2764    127.5711   1598.5684   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   707.5000     23.7001     67.2686     26.7168      1.5597     -0.0655     12.9533 100000.0000      0.2096    161.1837    130.0236   1586.7083   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   708.0000     19.7835     67.3356     28.0061      1.5586     -0.0672     12.7984 100000.0000      0.2097    160.7092    131.2299   1582.9955   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   708.5000     19.7374     67.1584     33.3784      1.5616     -0.0649     12.7476 100000.0000      0.2095    160.5779    131.8093   1587.1635   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   709.0000     21.7972     66.5568     39.4491      1.5719     -0.0572     12.7048 100000.0000      0.2094    160.4773    132.1845   1600.6112   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   709.5000     26.0289     65.4079     37.7438      1.5915     -0.0434     12.6894 100000.0000      0.2094    160.4200    132.4507   1624.6630   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   710.0000     28.8628     64.0275     33.3300      1.6151     -0.0266     12.6496 100000.0000      0.2096    160.2597    132.6396   1654.2733   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   710.5000     28.4187     62.7948     31.2021      1.6362     -0.0116     12.4542 100000.0000      0.2100    159.5845    132.9392   1681.3318   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   711.0000     27.4766     61.9543     27.3783      1.6506     -0.0023     12.2701 100000.0000      0.2100    159.0034    133.5171   1697.2621   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   711.5000     25.7080     61.6474     23.2067      1.6558     -0.0004     12.2794 100000.0000      0.2100    159.0329    134.2131   1698.7549   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   712.0000     25.8729     61.6562     25.0735      1.6557     -0.0015     12.2877 100000.0000      0.2094    159.1553    134.7087   1695.6586   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   712.5000     27.5054     61.6846     31.0971      1.6552     -0.0015     12.1519 100000.0000      0.2092    158.7623    134.9786   1695.9749   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   713.0000     28.2642     61.7684     31.7206      1.6538     -0.0025     12.1836 100000.0000      0.2095    158.8210    135.3084   1694.1460   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   713.5000     28.8600     61.9700     24.5842      1.6503     -0.0068     12.3772 100000.0000      0.2100    159.3288    135.8343   1684.2987   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   714.0000     31.3326     62.0580     18.5650      1.6488     -0.0117     12.4262 100000.0000      0.2104    159.4160    136.3161   1670.7833   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   714.5000     31.3099     61.6532     22.2313      1.6557     -0.0116     12.4006 100000.0000      0.2104    159.3368    136.5079   1665.4050   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   715.0000     30.8289     60.7038     32.5867      1.6720     -0.0039     12.2334 100000.0000      0.2104    158.7996    136.5401   1674.8754   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   715.5000     33.5229     59.7045     37.7260      1.6891      0.0067     12.1369 100000.0000      0.2106    158.4574    136.6908   1692.5874   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   716.0000     33.6534     59.1626     32.2585      1.6983      0.0140     12.1837 100000.0000      0.2104    158.6423    136.8890   1706.6946   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   716.5000     30.1055     59.0596     22.6206      1.7001      0.0151     12.1688 100000.0000      0.2106    158.5653    136.7746   1708.5442   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   717.0000     27.4109     59.0474     13.8828      1.7003      0.0107     12.0472 100000.0000      0.2111    158.0732    136.2404   1695.3373   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   717.5000     28.2388     58.6586     13.1743      1.7069      0.0061     12.0305 100000.0000      0.2115    157.9388    135.5890   1676.0660   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   718.0000     31.3373     57.3097     22.1121      1.7300      0.0111     12.0084 100000.0000      0.2114    157.8944    135.1350   1671.8571   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   718.5000     32.8013     54.9721     31.1882      1.7700      0.0296     12.0991 100000.0000      0.2102    158.4072    134.9128   1694.2947   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   719.0000     32.0218     52.4695     31.5982      1.8128      0.0532     12.2041 100000.0000      0.2108    158.6329    134.8659   1729.9630   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   719.5000     31.7896     50.4497     25.6626      1.8473      0.0726     12.3605 100000.0000      0.2115    159.0063    135.0558   1760.2134   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   720.0000     33.1548     48.7494     22.2125      1.8764      0.0878     12.4367 100000.0000      0.2112    159.3021    135.4988   1782.6338   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   720.5000     33.2609     46.6734     20.7140      1.9119      0.1064     12.5105 100000.0000      0.2109    159.5897    136.0119   1810.6323   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   721.0000     32.1187     43.6751     20.6403      1.9632      0.1343     12.3645 100000.0000      0.2106    159.1876    136.3421   1855.1199   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   721.5000     31.9364     40.1358     22.3232      2.0237      0.1655     12.0626 100000.0000      0.2107    158.2006    136.3867   1903.1533   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   722.0000     32.5216     37.1009     21.2334      2.0756      0.1877     11.6745 100000.0000      0.2108    156.9043    136.2957   1930.0679   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   722.5000     32.3249     35.1248     18.1498      2.1094      0.1977     11.2130 100000.0000      0.2109    155.3082    136.3345   1932.2395   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   723.0000     29.0701     33.8243     19.5957      2.1316      0.2026     11.0290 100000.0000      0.2113    154.5964    136.6604   1928.1156   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   723.5000     26.4388     32.5274     23.6910      2.1538      0.2097     11.0738 100000.0000      0.2115    154.7005    137.2546   1931.4518   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   724.0000     25.8440     30.9213     25.0765      2.1812      0.2196     11.1983 100000.0000      0.2112    155.1954    138.0495   1939.2875   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   724.5000     28.8275     28.9528     25.5576      2.2149      0.2304     11.1265 100000.0000      0.2169    153.9147    139.0587   1944.4095   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   725.0000     33.2742     26.7474     25.9341      2.2526      0.2405     11.1019 100000.0000      0.2438    149.2494    140.1798   1943.2203   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   725.5000     32.6829     24.8115     22.7764      2.2857      0.2464     11.1118 100000.0000      0.2251    152.4058    140.9831   1932.4084   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   726.0000     31.0414     23.4952     23.2904      2.3082      0.2474     10.9172 100000.0000      0.2110    154.2355    141.0872   1914.4609   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   726.5000     32.7908     22.4324     27.9499      2.3264      0.2474     10.7252 100000.0000      0.2178    152.3066    140.6670   1897.5355   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   727.0000     34.8540     21.2762     29.7020      2.3462      0.2476     10.5781 100000.0000      0.2805    141.8775    140.3323   1880.1709   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   727.5000     33.8326     20.0861     28.4006      2.3665      0.2455     10.3802 100000.0000      0.5493    114.8733    140.5340   1854.4274   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   728.0000     32.0317     18.6846     26.2776      2.3905      0.2427     10.2588 100000.0000      0.6536    107.6206    141.2240   1823.9142   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   728.5000     27.7968     16.7414     26.2231      2.4237      0.2445     10.2626 100000.0000      0.5134    117.0717    142.1114   1800.4188   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   729.0000     22.0354     14.2326     28.9600      2.4666      0.2526     10.7927 100000.0000      0.5160    118.8456    143.0637   1788.2831   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   729.5000     21.9725     11.1924     29.0157      2.5186      0.2640     12.1184 100000.0000      0.4079    132.5560    144.1384   1779.1312   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   730.0000     24.3534      7.8011     29.2264      2.5766      0.2722     12.5836 100000.0000      0.2382    155.0597    145.4115   1754.6660   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   730.5000     25.9529      5.1530     36.8554      2.6219      0.2678     11.4768 100000.0000      0.2167    155.1654    146.9880   1702.9913   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
   731.0000     24.9110      4.8609     41.1301      2.6269      0.2467     10.5822 100000.0000      0.2413    147.7763    148.9452   1636.7286   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500   -999.2500
