Depth      CNPOR        DPOR         GR         RHOB        RHOC        RILD        RILM        RLL3       RxoRt         SP         SSD         DCAL        ABHV         DT         ITT        MEL15       MEL20       MELCAL       SPOR        TBHV    
  2119.5000     18.8456     27.8997     38.9941      2.2329      0.2167      1.7555      1.9224      4.7977    -39.2973    -41.2672   1881.1849   -999.2500    319.7997     68.7074      0.0000   -999.2500   -999.2500      8.3326     14.9274    601.8019
  2120.0000     20.6638     28.2030     45.5888      2.2277      0.2205      1.6244      1.7333      4.4337    -39.2472    -43.4720   1898.9369   -999.2500    319.6921     67.8110      0.0000   -999.2500   -999.2500      8.3237     14.2935    601.6118
  2120.5000     21.4169     28.1744     57.8174      2.2282      0.2206      1.5179      1.6049      4.0442    -38.3031    -44.9109   1898.7906   -999.2500    319.5856     67.4979      0.0000   -999.2500   -999.2500      8.3220     14.0720    601.4229
  2121.0000     22.9522     27.9749     68.1783      2.2316      0.2141      1.4325      1.5215      3.9960    -40.0987    -45.5573   1873.8329   -999.2500    319.4792     67.3865      0.0000   -999.2500   -999.2500      8.3337     13.9933    601.2339
  2121.5000     24.8357     27.4994     68.2637      2.2398      0.2037      1.3612      1.4647      4.3026    -44.9838    -45.5505   1832.3364   -999.2500    319.3727     67.1365      0.0000   -999.2500   -999.2500      8.3300     13.8165    601.0449
  2122.0000     25.3209     26.5969     55.7050      2.2552      0.1967      1.3077      1.4266      3.9530    -43.2366    -45.0119   1796.1318   -999.2500    319.2655     66.8027      0.0000   -999.2500   -999.2500      8.2714     13.5804    600.8552
  2122.5000     24.9626     25.1636     39.6024      2.2797      0.2006      1.2890      1.4048      4.0337    -44.5901    -43.9134   1787.1779   -999.2500    319.1604     66.5747      0.0000   -999.2500   -999.2500      8.2624     13.4192    600.6677
  2123.0000     23.8532     23.3817     25.8921      2.3102      0.2169      1.3044      1.4005      3.8930    -42.7385    -42.0549   1812.3856   -999.2500    319.0569     66.5147      0.0000   -999.2500   -999.2500      8.2868     13.3767    600.4816
  2123.5000     22.1652     21.9615     17.0002      2.3345      0.2364      1.3411      1.4161      3.8157    -40.8689    -39.2460   1853.8392   -999.2500    318.9527     66.6297      0.0000   -999.2500   -999.2500      8.3286     13.4580    600.2949
  2124.0000     20.9207     21.3876     15.8602      2.3443      0.2482      1.3841      1.4517      3.9685    -41.1728    -35.6382   1883.9218   -999.2500    318.8467     66.9625      0.0000   -999.2500   -999.2500      8.3738     13.6934    600.1064
  2124.5000     20.5542     21.3965     21.9891      2.3441      0.2496      1.4190      1.4934      3.6905    -37.3586    -31.8269   1888.5413   -999.2500    318.7390     67.4700      0.0000   -999.2500   -999.2500      8.5103     14.0523    599.9163
  2125.0000     21.7589     21.3753     26.6745      2.3445      0.2447      1.4418      1.5325      2.9420    -27.8758    -28.4922   1872.0288   -999.2500    318.6273     68.0273      0.0000   -999.2500   -999.2500      8.7018     14.4465    599.7220
  2125.5000     23.0183     20.7424     27.2844      2.3553      0.2396      1.4752      1.5697      2.4847    -20.3774    -25.9452   1845.4360   -999.2500    318.5066     68.6109      0.0000   -999.2500   -999.2500      8.7987     14.8592    599.5188
  2126.0000     23.0692     19.3070     27.6841      2.3799      0.2364      1.5268      1.6099      2.2534    -15.2166    -24.0265   1813.2449   -999.2500    318.3792     69.4214      0.0000   -999.2500   -999.2500      8.8385     15.4324    599.3090
  2126.5000     22.9501     17.5055     29.7740      2.4107      0.2332      1.5868      1.6506      2.1352    -11.6018    -22.3484   1775.9694   -999.2500    318.2494     70.7484      0.0000   -999.2500   -999.2500      8.8695     16.3709    599.0967
  2127.0000     22.6270     16.1016     36.6687      2.4347      0.2263      1.6512      1.6965      2.0583     -8.6140    -20.6780   1733.8459   -999.2500    318.1179     72.5943      0.0000   -999.2500   -999.2500      8.8950     17.6763    598.8826
  2127.5000     22.3586     15.3519     48.8974      2.4475      0.2122      1.7085      1.7571      2.0327     -6.7932    -19.1919   1680.7478   -999.2500    317.9851     74.5773      0.0000   -999.2500   -999.2500      8.9112     19.0787    598.6674
  2128.0000     22.5505     14.6872     55.1215      2.4588      0.1920      1.7582      1.8354      2.1603     -8.0502    -18.3706   1612.7301   -999.2500    317.8512     76.3039      1.0000   -999.2500   -999.2500      8.9122     20.2998    598.4510
  2128.5000     24.3606     13.7051     53.6337      2.4756      0.1712      1.8182      1.9390      2.2570     -8.4512    -18.6765   1541.9893   -999.2500    317.7171     77.6692      0.0000   -999.2500   -999.2500      8.9155     21.2653    598.2344
  2129.0000     27.0078     12.8973     54.4643      2.4895      0.1532      1.8839      2.0706      2.3338     -8.3693    -20.2911   1483.4304   -999.2500    317.5829     78.6802      0.0000   -999.2500   -999.2500      8.9167     21.9804    598.0177
  2129.5000     28.8234     12.9019     62.4007      2.4894      0.1345      1.9514      2.2104      2.4929     -9.5721    -22.9909   1435.4261   -999.2500    317.4486     79.0987      0.0000   -999.2500   -999.2500      8.9161     22.2763    597.8009
  2130.0000     28.5231     13.6917     69.1741      2.4759      0.1134      2.0269      2.3203      2.8658    -13.5382    -26.1996   1391.9807   -999.2500    317.3142     78.5200      0.0000   -999.2500   -999.2500      8.9072     21.8670    597.5840
  2130.5000     27.1948     14.8079     73.5755      2.4568      0.0953      2.0988      2.3582      3.5344    -20.3708    -29.2507   1360.7808   -999.2500    317.1802     76.7884      0.0000   -999.2500   -999.2500      8.9017     20.6425    597.3675
  2131.0000     25.0477     15.9660     79.6022      2.4370      0.0867      2.1621      2.3434      3.9719    -23.7710    -31.7106   1353.1906   -999.2500    317.0465     74.2147      0.0000   -999.2500   -999.2500      8.8942     18.8223    597.1513
  2131.5000     21.6443     17.0484     73.6119      2.4185      0.0875      2.2240      2.3239      4.1310    -24.2032    -33.4576   1367.3835   -999.2500    316.9131     71.4534      0.0000   -999.2500   -999.2500      8.8774     16.8695    596.9354
  2132.0000     18.9978     17.5669     59.5957      2.4096      0.0940      2.2770      2.3397      4.0313    -22.3266    -34.5090   1389.2402   -999.2500    316.7803     69.1908      0.0000   -999.2500   -999.2500      8.8522     15.2693    596.7201
  2132.5000     17.4069     16.9764     48.7810      2.4197      0.1046      2.2957      2.3952      4.3184    -24.6963    -34.8745   1408.5217   -999.2500    316.6485     67.8833      0.0000   -999.2500   -999.2500      8.8032     14.3446    596.5059
  2133.0000     16.7569     15.6439     41.1885      2.4425      0.1184      2.2929      2.4432      5.6008    -34.9073    -34.5369   1427.3763   -999.2500    316.5185     67.5527      0.0000   -999.2500   -999.2500      8.7403     14.1108    596.2933
  2133.5000     17.7954     14.7958     40.2079      2.4570      0.1301      2.3087      2.4588      6.9585    -43.1240    -33.5243   1447.0234   -999.2500    316.3917     67.7416      0.0000   -999.2500   -999.2500      8.7318     14.2444    596.0840
  2134.0000     19.2708     15.1093     40.9334      2.4516      0.1349      2.3471      2.4763      7.5557    -45.6977    -31.9483   1463.1306   -999.2500    316.2664     67.9079      0.0000   -999.2500   -999.2500      8.7449     14.3620    595.8762
  2134.5000     20.1138     16.1042     37.8921      2.4346      0.1366      2.4184      2.5214      7.9948    -46.7360    -29.9155   1479.6019   -999.2500    316.1406     67.8953      0.0000   -999.2500   -999.2500      8.7659     14.3531    595.6679
  2135.0000     20.0517     16.8686     38.0336      2.4215      0.1429      2.5007      2.5701      7.6595    -43.7519    -27.4867   1505.8582   -999.2500    316.0141     67.8645      0.0000   -999.2500   -999.2500      8.8397     14.3313    595.4589
  2135.5000     18.7019     16.7997     43.3076      2.4227      0.1556      2.5468      2.5947      5.7486    -31.8211    -24.7423   1539.1354   -999.2500    315.8854     67.8962      0.0000   -999.2500   -999.2500      9.0402     14.3537    595.2478
  2136.0000     17.5475     16.0437     44.6661      2.4357      0.1693      2.5581      2.5874      3.9149    -16.6320    -21.7937   1566.9244   -999.2500    315.7497     67.9659      0.0000   -999.2500   -999.2500      9.2296     14.4031    595.0296
  2136.5000     17.3986     15.4191     44.9974      2.4463      0.1795      2.5574      2.5570      3.1789     -8.5028    -18.7940   1587.1663   -999.2500    315.6027     68.3359      0.0000   -999.2500   -999.2500      9.2833     14.6647    594.8001
  2137.0000     17.9056     15.9644     56.0814      2.4370      0.1856      2.5446      2.4908      2.7520     -3.0620    -15.9865   1611.7034   -999.2500    315.4509     69.6153      0.0000   -999.2500   -999.2500      9.3033     15.5695    594.5658
  2137.5000     19.0279     18.1977     70.7626      2.3988      0.1888      2.5354      2.4106      2.5206      0.2299    -13.6542   1651.5491   -999.2500    315.2976     72.2139      0.0000   -999.2500   -999.2500      9.3160     17.4073    594.3300
  2138.0000     20.2390     21.5204     82.5801      2.3420      0.1919      2.5213      2.3770      2.2721      4.0680    -11.9823   1707.2720   -999.2500    315.1437     75.9260      0.0000   -999.2500   -999.2500      9.3166     20.0325    594.0936
  2138.5000     22.5091     24.7150     90.0189      2.2874      0.1958      2.4834      2.3887      2.2958      3.0705    -10.9682   1765.3438   -999.2500    314.9894     79.9996      0.0000   -999.2500   -999.2500      9.3226     22.9134    593.8569
  2139.0000     24.8465     26.6551     90.4216      2.2542      0.2001      2.4449      2.3807      2.5747     -2.0219    -10.4748   1807.8771   -999.2500    314.8351     83.4621      0.0000   -999.2500   -999.2500      9.3258     25.3622    593.6200
  2139.5000     23.6890     26.6564     88.7811      2.2542      0.2084      2.4273      2.3321      2.6320     -3.1637    -10.3763   1834.6820   -999.2500    314.6804     85.6331      0.0000   -999.2500   -999.2500      9.3213     26.8975    593.3828
  2140.0000     21.8352     25.3087     84.8764      2.2772      0.2223      2.4420      2.2992      2.4808     -0.6149    -10.6070   1859.4105   -999.2500    314.5259     86.3789      0.0000   -999.2500   -999.2500      9.3213     27.4250    593.1458
  2140.5000     21.2877     24.4581     80.3813      2.2918      0.2345      2.4878      2.3182      2.4468      0.6500    -11.0661   1886.4757   -999.2500    314.3714     85.8703      0.0000   -999.2500   -999.2500      9.3075     27.0653    592.9089
  2141.0000     20.9002     24.9790     85.0359      2.2829      0.2388      2.5191      2.3693      2.5633     -0.6799    -11.5914   1909.0322   -999.2500    314.2173     84.3163      0.0000   -999.2500   -999.2500      9.2897     25.9663    592.6722
  2141.5000     22.0882     25.7286     92.7845      2.2700      0.2381      2.5003      2.4118      2.6866     -2.8096    -12.0909   1918.6858   -999.2500    314.0641     82.0263      1.0000   -999.2500   -999.2500      9.2478     24.3468    592.4365
  2142.0000     24.1824     25.4993     89.0386      2.2740      0.2367      2.4380      2.4140      2.6792     -3.6875    -12.6342   1910.1866   -999.2500    313.9122     79.6679      0.0000   -999.2500   -999.2500      9.1893     22.6788    592.2021
  2142.5000     24.3866     24.4630     78.0477      2.2917      0.2349      2.3535      2.3692      2.6051     -3.9695    -13.4177   1887.8644   -999.2500    313.7636     78.0825      0.0000   -999.2500   -999.2500      9.2582     21.5577    591.9711
  2143.0000     22.8962     23.6553     72.2914      2.3055      0.2327      2.2509      2.2908      2.4923     -3.9819    -14.7498   1867.8024   -999.2500    313.6145     77.8055      0.0000   -999.2500   -999.2500      9.3377     21.3617    591.7394
  2143.5000     21.5043     23.8500     72.9643      2.3022      0.2310      2.1430      2.1812      2.3073     -2.8868    -17.0433   1865.4133   -999.2500    313.4603     79.0459      0.0000   -999.2500   -999.2500      9.3483     22.2390    591.5027
  2144.0000     20.8652     25.0121     78.7570      2.2823      0.2299      2.0276      2.0835      2.0545     -0.5151    -20.6184   1879.9993   -999.2500    313.3044     81.5528      0.0000   -999.2500   -999.2500      9.3309     24.0119    591.2644
  2144.5000     20.9797     26.5823     87.9227      2.2554      0.2261      1.8821      2.0253      1.9077     -0.5289    -25.3417   1892.0521   -999.2500    313.1488     84.1382      0.0000   -999.2500   -999.2500      9.1443     25.8403    591.0263
  2145.0000     21.2983     27.9007     93.3033      2.2329      0.2166      1.7078      1.9450      2.6455    -17.1068    -30.4952   1880.8716   -999.2500    312.9979     85.1962      0.0000   -999.2500   -999.2500      8.8189     26.5886    590.7928
  2145.5000     21.8473     28.2596     94.2907      2.2268      0.2056      1.5290      1.7811      3.8774    -36.3719    -35.1154   1850.3357   -999.2500    312.8624     83.9838      0.0000   -999.2500   -999.2500      8.6578     25.7311    590.5749
  2146.0000     21.9780     27.3018     93.9238      2.2431      0.2019      1.3792      1.5670      4.4688    -45.9491    -38.5128   1823.5790   -999.2500    312.7385     80.9005      0.0000   -999.2500   -999.2500      8.6143     23.5506    590.3685
  2146.5000     21.6043     25.6047     77.4913      2.2722      0.2067      1.2779      1.3806      3.9610    -44.2177    -40.5807   1813.3130   -999.2500    312.6181     76.9464      0.0000   -999.2500   -999.2500      8.6101     20.7542    590.1656
  2147.0000     22.8356     24.3420     57.8887      2.2938      0.2138      1.2265      1.2560      3.6676    -42.8144    -41.6959   1816.7583   -999.2500    312.4984     73.3433      0.0000   -999.2500   -999.2500      8.6076     18.2060    589.9634
  2147.5000     24.9530     24.4472     45.6109      2.2920      0.2168      1.2072      1.2010      3.5623    -42.2961    -42.3283   1828.1154   -999.2500    312.3788     71.0176      0.0000   -999.2500   -999.2500      8.6022     16.5613    589.7614
  2148.0000     25.9372     25.7479     35.1364      2.2697      0.2155      1.2024      1.2098      3.7560    -44.5220    -42.7663   1844.0339   -999.2500    312.2594     69.9173      0.0000   -999.2500   -999.2500      8.6010     15.7831    589.5594
  2148.5000     25.7067     26.9575     31.8888      2.2490      0.2162      1.2047      1.2701      4.5186    -51.6701    -43.1273   1864.7841   -999.2500    312.1402     69.1520      0.0000   -999.2500   -999.2500      8.6029     15.2418    589.3577
  2149.0000     24.9415     27.1631     33.8534      2.2455      0.2231      1.2147      1.3709      5.6535    -60.1075    -43.4210   1890.9810   -999.2500    312.0209     68.0851      0.0000   -999.2500   -999.2500      8.6130     14.4873    589.1559
  2149.5000     23.5710     26.6086     34.1312      2.2550      0.2342      1.2287      1.4902      6.3960    -64.4813    -43.5850   1919.6185   -999.2500    311.9013     66.8987      0.0000   -999.2500   -999.2500      8.6114     13.6483    588.9539
  2150.0000     22.1937     25.9193     36.3737      2.2668      0.2447      1.2466      1.5831      7.0907    -67.9481    -43.5830   1944.3674   -999.2500    311.7815     65.8983      0.0000   -999.2500   -999.2500      8.6065     12.9408    588.7515
  2150.5000     20.3710     25.3928     39.1338      2.2758      0.2517      1.2639      1.6071      6.9374    -66.5526    -43.4755   1960.0695   -999.2500    311.6619     65.0218      0.0000   -999.2500   -999.2500      8.6011     12.3209    588.5494
  2151.0000     18.6702     25.1168     37.0039      2.2805      0.2544      1.2660      1.5602      5.7875    -59.4043    -43.3514   1964.9143   -999.2500    311.5425     64.2595      0.0000   -999.2500   -999.2500      8.6012     11.7819    588.3476
  2151.5000     17.6735     25.1318     40.3007      2.2802      0.2525      1.2469      1.4693      4.9290    -53.7252    -43.1962   1958.3188   -999.2500    311.4233     63.8912      0.0000   -999.2500   -999.2500      8.6013     11.5214    588.1459
  2152.0000     17.4598     25.3746     51.7535      2.2761      0.2467      1.2128      1.3655      4.4370    -50.6969    -42.8643   1942.2728   -999.2500    311.3040     64.2027      0.0000   -999.2500   -999.2500      8.6010     11.7416    587.9441
  2152.5000     18.2833     25.8255     58.9793      2.2684      0.2393      1.1707      1.2749      4.1703    -49.6545    -42.2261   1924.3433   -999.2500    311.1848     65.1983      0.0000   -999.2500   -999.2500      8.5973     12.4458    587.7424
  2153.0000     19.7853     26.7085     62.6688      2.2533      0.2310      1.1362      1.2170      4.0233    -49.4224    -41.3283   1910.3474   -999.2500    311.0656     66.5279      0.0000   -999.2500   -999.2500      8.5948     13.3861    587.5407
  2153.5000     21.6736     28.1312     64.3840      2.2290      0.2201      1.1205      1.1944      4.2313    -51.9363    -40.3580   1896.4014   -999.2500    310.9467     67.7157      0.0000   -999.2500   -999.2500      8.5982     14.2261    587.3392
  2154.0000     22.2834     29.4607     56.3897      2.2062      0.2099      1.1281      1.1952      4.5204    -54.2547    -39.4340   1883.1344   -999.2500    310.8276     68.5886      0.0000   -999.2500   -999.2500      8.6101     14.8434    587.1377
  2154.5000     21.6451     29.6953     49.3120      2.2022      0.2078      1.1578      1.2178      3.9511    -47.9781    -38.4332   1880.0464   -999.2500    310.7083     69.2875      0.0000   -999.2500   -999.2500      8.6466     15.3377    586.9359
  2155.0000     22.8838     28.4990     45.0956      2.2227      0.2139      1.2108      1.2705      3.6113    -42.7125    -37.0439   1881.4690   -999.2500    310.5876     69.8648      2.0000   -999.2500   -999.2500      8.6791     15.7460    586.7327
  2155.5000     25.0352     26.3542     41.5397      2.2593      0.2200      1.2807      1.3491      3.8851    -43.3777    -35.1087   1867.9967   -999.2500    310.4652     70.2373      2.0000   -999.2500   -999.2500      8.7040     16.0094    586.5278
  2156.0000     25.0755     23.9147     43.2121      2.3011      0.2212      1.3502      1.4430      3.5517    -37.8042    -32.9513   1834.3849   -999.2500    310.3417     70.4095      0.0000   -999.2500   -999.2500      8.7796     16.1312    586.3218
  2156.5000     23.5808     21.5563     45.4686      2.3414      0.2196      1.4121      1.5457      2.6824    -25.0785    -31.2905   1793.3971   -999.2500    310.2158     70.4241      0.0000   -999.2500   -999.2500      8.8595     16.1415    586.1134
  2157.0000     23.4590     19.3689     45.3859      2.3788      0.2178      1.4665      1.6520      2.4427    -19.9426    -30.7702   1755.3994   -999.2500    310.0854     70.2122      0.0000   -999.2500   -999.2500      8.8649     15.9916    585.9005
  2157.5000     24.3751     17.5316     49.7598      2.4102      0.2140      1.5046      1.7420      2.5084    -19.9790    -31.5287   1716.9847   -999.2500    309.9534     69.7043      0.0000   -999.2500   -999.2500      8.8529     15.6325    585.6860
  2158.0000     24.6835     16.5013     58.3348      2.4278      0.2032      1.5218      1.7805      2.9240    -25.5259    -33.1933   1670.0885   -999.2500    309.8219     69.0305      0.0000   -999.2500   -999.2500      8.8034     15.1559    585.4720
  2158.5000     24.0715     16.3772     59.6129      2.4299      0.1861      1.5249      1.7566      3.6379    -33.9859    -35.1931   1618.8326   -999.2500    309.6917     68.4468      0.0000   -999.2500   -999.2500      8.7228     14.7432    585.2594
  2159.0000     23.0576     16.5869     55.7217      2.4264      0.1727      1.5156      1.7024      3.7522    -35.4324    -37.0421   1583.5752   -999.2500    309.5652     68.1147      0.0000   -999.2500   -999.2500      8.6751     14.5083    585.0504
  2159.5000     23.3677     16.7621     48.8279      2.4234      0.1709      1.4937      1.6541      3.8003    -36.4998    -38.5102   1580.8271   -999.2500    309.4418     68.0096      0.0000   -999.2500   -999.2500      8.6302     14.4340    584.8445
  2160.0000     24.0597     17.1694     44.9991      2.4164      0.1757      1.4687      1.6120      4.3494    -42.4351    -39.6712   1599.7477   -999.2500    309.3202     68.0036      0.0000   -999.2500   -999.2500      8.5639     14.4297    584.6404
  2160.5000     22.5975     18.1143     56.6737      2.4002      0.1751      1.4582      1.5672      4.8049    -46.6086    -40.7451   1610.7758   -999.2500    309.2013     68.0468      0.0000   -999.2500   -999.2500      8.4891     14.4602    584.4390
  2161.0000     20.7967     19.6593     66.3460      2.3738      0.1634      1.4771      1.5364      4.5951    -44.3611    -41.8543   1598.3529   -999.2500    309.0861     68.1516      0.0000   -999.2500   -999.2500      8.4563     14.5344    584.2413
  2161.5000     20.7456     21.4991     62.5766      2.3424      0.1466      1.5343      1.5503      4.7078    -43.8214    -42.9605   1575.3802   -999.2500    308.9731     68.2432      0.0000   -999.2500   -999.2500      8.4464     14.5991    584.0458
  2162.0000     22.0651     22.8780     57.6983      2.3188      0.1366      1.6327      1.6284      5.3780    -46.5952    -43.9917   1565.8658   -999.2500    308.8610     68.2321      0.0000   -999.2500   -999.2500      8.4477     14.5913    583.8511
  2162.5000     22.7906     23.1742     57.7010      2.3137      0.1394      1.7713      1.7777      6.0718    -48.1531    -44.9339   1577.3914   -999.2500    308.7489     68.0907      0.0000   -999.2500   -999.2500      8.4471     14.4913    583.6566
  2163.0000     22.2444     22.3638     53.0774      2.3276      0.1499      1.9422      2.0243      6.8752    -49.4093    -45.7961   1596.3561   -999.2500    308.6368     67.7638      0.0000   -999.2500   -999.2500      8.4397     14.2601    583.4620
  2163.5000     21.2033     20.9110     48.6004      2.3524      0.1617      2.1309      2.4009      8.6834    -54.9119    -46.5714   1610.2284   -999.2500    308.5248     67.2229      0.0000   -999.2500   -999.2500      8.4333     13.8776    583.2675
  2164.0000     20.1207     19.9318     48.1460      2.3692      0.1679      2.3104      2.8638     14.0928    -70.6773    -47.2468   1614.7942   -999.2500    308.4133     66.6823      0.0000   -999.2500   -999.2500      8.4314     13.4952    583.0735
  2164.5000     19.8383     20.9007     48.9203      2.3526      0.1594      2.4334      3.2337     17.6787    -77.5111    -47.7737   1603.6781   -999.2500    308.3019     66.6102      0.0000   -999.2500   -999.2500      8.4252     13.4443    582.8796
  2165.0000     21.5440     23.9912     49.5101      2.2998      0.1364      2.4683      3.3141     12.2344    -62.5673    -48.0392   1579.7659   -999.2500    308.1906     67.4185      0.0000   -999.2500   -999.2500      8.4153     14.0159    582.6859
  2165.5000     23.4084     27.4567     43.2317      2.2405      0.1156      2.4190      3.0886      9.3920    -53.0214    -47.9838   1567.6758   -999.2500    308.0799     69.1487      0.0000   -999.2500   -999.2500      8.4140     15.2396    582.4926
  2166.0000     22.4813     29.4668     32.1425      2.2061      0.1143      2.3076      2.7076      7.3507    -45.2861    -47.7416   1590.5291   -999.2500    307.9693     71.4090      0.0000   -999.2500   -999.2500      8.4152     16.8380    582.2996
  2166.5000     23.0101     29.7679     28.0116      2.2010      0.1300      2.1505      2.3438      5.8636    -39.2060    -47.5219   1639.2476   -999.2500    307.8588     73.5476      0.0000   -999.2500   -999.2500      8.4290     18.3505    582.1065
  2167.0000     25.9784     29.2639     31.8203      2.2096      0.1459      1.9742      2.0699      5.3870    -39.2361    -47.3782   1678.9524   -999.2500    307.7478     75.0068      0.0000   -999.2500   -999.2500      8.4462     19.3824    581.9131
  2167.5000     27.5260     28.8304     32.0174      2.2170      0.1511      1.8055      1.8894      5.6366    -44.4989    -47.2180   1688.2601   -999.2500    307.6360     75.5989      0.0000   -999.2500   -999.2500      8.4421     19.8012    581.7188
  2168.0000     26.2300     28.9270     30.6926      2.2153      0.1469      1.6611      1.7635      6.1138    -50.9326    -46.9786   1677.1400   -999.2500    307.5240     75.4908      0.0000   -999.2500   -999.2500      8.4414     19.7247    581.5243
  2168.5000     23.0617     29.4779     32.6814      2.2059      0.1396      1.5625      1.6720      6.1068    -53.2783    -46.6841   1663.3180   -999.2500    307.4122     75.0837      0.0000   -999.2500   -999.2500      8.4405     19.4368    581.3300
  2169.0000     20.9660     29.7535     32.8367      2.2012      0.1363      1.5149      1.6212      5.7053    -51.8312    -46.3765   1657.3561   -999.2500    307.3004     74.8038      0.0000   -999.2500   -999.2500      8.4414     19.2389    581.1357
  2169.5000     21.7619     29.0883     27.8964      2.2126      0.1425      1.5023      1.6121      5.3058    -49.3195    -46.0821   1666.3254   -999.2500    307.1886     74.7571      1.0000   -999.2500   -999.2500      8.4324     19.2059    580.9413
  2170.0000     23.4336     27.5726     22.4405      2.2385      0.1571      1.5097      1.6373      5.1197    -47.7321    -45.8459   1688.5386   -999.2500    307.0769     74.6494      0.0000   -999.2500   -999.2500      8.4032     19.1297    580.7471
  2170.5000     23.9104     25.6245     21.6173      2.2718      0.1742      1.5223      1.6844      5.5906    -50.8465    -45.7173   1712.2498   -999.2500    306.9662     74.1407      0.0000   -999.2500   -999.2500      8.3839     18.7699    580.5540
  2171.0000     23.2176     23.4880     21.9377      2.3084      0.1874      1.5283      1.7354      6.2879    -55.2872    -45.6910   1721.8669   -999.2500    306.8568     73.2124      0.0000   -999.2500   -999.2500      8.3682     18.1134    580.3621
  2171.5000     21.2834     21.4202     23.3755      2.3437      0.1914      1.5318      1.7761      6.4324    -56.0850    -45.7337   1704.3846   -999.2500    306.7480     72.1147      0.0000   -999.2500   -999.2500      8.3417     17.3371    580.1708
  2172.0000     20.4982     19.8965     25.5148      2.3698      0.1845      1.5425      1.8051      6.0952    -53.7091    -45.8407   1662.2614   -999.2500    306.6402     71.0143      0.0000   -999.2500   -999.2500      8.3261     16.5589    579.9805
  2172.5000     20.8484     19.1890     31.4675      2.3819      0.1723      1.5577      1.8241      6.0283    -52.8931    -46.0018   1617.2700   -999.2500    306.5335     69.8919      0.0000   -999.2500   -999.2500      8.3227     15.7652    579.7913
  2173.0000     19.9665     19.0265     41.7746      2.3846      0.1630      1.5726      1.8285      6.1222    -53.1258    -46.1581   1588.7167   -999.2500    306.4270     68.7921      0.0000   -999.2500   -999.2500      8.3179     14.9873    579.6023
  2173.5000     19.1745     19.1476     48.9809      2.3826      0.1576      1.5855      1.8202      6.1595    -53.0430    -46.2265   1575.2852   -999.2500    306.3207     67.9204      0.0000   -999.2500   -999.2500      8.3196     14.3709    579.4136
  2174.0000     19.5396     19.6384     47.9406      2.3742      0.1523      1.5932      1.8110      6.1483    -52.7825    -46.1422   1567.0095   -999.2500    306.2145     67.4203      0.0000   -999.2500   -999.2500      8.3164     14.0172    579.2249
  2174.5000     19.0739     20.5332     43.8624      2.3589      0.1475      1.6009      1.8133      5.9937    -51.5998    -45.8840   1565.2643   -999.2500    306.1083     67.2070      0.0000   -999.2500   -999.2500      8.3165     13.8663    579.0362
  2175.0000     18.4480     21.4388     43.3119      2.3434      0.1495      1.6163      1.8289      6.2449    -52.8302    -45.5093   1582.9413   -999.2500    306.0022     67.1314      0.0000   -999.2500   -999.2500      8.3167     13.8129    578.8476
  2175.5000     19.4752     21.8264     45.7609      2.3368      0.1612      1.6407      1.8500      6.7590    -55.3377    -45.1597   1621.2496   -999.2500    305.8961     67.1942      0.0000   -999.2500   -999.2500      8.3144     13.8573    578.6589
  2176.0000     20.1683     21.8594     45.6027      2.3362      0.1731      1.6764      1.8749      6.7159    -54.2447    -44.9800   1656.0902   -999.2500    305.7900     67.4272      0.0000   -999.2500   -999.2500      8.3100     14.0221    578.4703
  2176.5000     19.7225     22.4963     46.2144      2.3253      0.1723      1.7322      1.9134      6.7484    -53.1550    -45.0239   1662.6559   -999.2500    305.6841     67.7257      0.0000   -999.2500   -999.2500      8.3026     14.2332    578.2819
  2177.0000     18.6991     24.3250     43.4426      2.2940      0.1581      1.7990      1.9668      6.9682    -52.9287    -45.2376   1646.2805   -999.2500    305.5784     67.9834      0.0000   -999.2500   -999.2500      8.2885     14.4154    578.0938
  2177.5000     18.3786     26.4935     37.5408      2.2570      0.1446      1.8733      2.0345      7.4721    -54.0749    -45.5128   1636.8942   -999.2500    305.4733     68.2438      0.0000   -999.2500   -999.2500      8.2802     14.5996    577.9062
  2178.0000     20.1110     27.6357     35.3077      2.2374      0.1453      1.9584      2.1241      7.9134    -54.5815    -45.7603   1654.4778   -999.2500    305.3687     68.5968      0.0000   -999.2500   -999.2500      8.2765     14.8492    577.7191
  2178.5000     22.4847     27.5025     34.8825      2.2397      0.1571      2.0480      2.2367      8.2197    -54.3173    -45.9378   1687.6359   -999.2500    305.2644     69.0012      0.0000   -999.2500   -999.2500      8.2779     15.1352    577.5322
  2179.0000     23.7377     26.8190     35.4835      2.2514      0.1676      2.1255      2.3669      8.7506    -55.3111    -46.0665   1709.2788   -999.2500    305.1600     69.3115      0.0000   -999.2500   -999.2500      8.2854     15.3546    577.3454
  2179.5000     23.0872     26.0223     35.9997      2.2650      0.1714      2.1869      2.4949      8.9772    -55.1988    -46.2518   1709.4202   -999.2500    305.0555     69.4563      0.0000   -999.2500   -999.2500      8.2878     15.4571    577.1584
  2180.0000     20.6429     24.9490     35.7875      2.2834      0.1745      2.2155      2.5953      8.5904    -52.9690    -46.5932   1703.6344   -999.2500    304.9507     69.5033      0.0000   -999.2500   -999.2500      8.2817     15.4903    576.9711
  2180.5000     19.0759     23.7869     35.1123      2.3032      0.1821      2.1811      2.6353      8.7322    -54.2195    -47.0638   1709.9001   -999.2500    304.8459     69.4988      0.0000   -999.2500   -999.2500      8.2631     15.4871    576.7839
